Case01 (Ts=310.079K Algorithm:GRAYBODY)
wavelength      Lsur     Ldown  emis_est
  11.20360  10.68628   6.19874   0.95347
  11.23949  10.66871   6.53304   0.95195
  11.27562  10.64634   6.67605   0.95139
  11.31197  10.61474   6.55763   0.95173
  11.34856  10.58293   6.48953   0.95156
  11.38538  10.55120   6.41479   0.95157
  11.42245  10.51896   6.30821   0.95192
  11.45976  10.49366   6.39735   0.95179
  11.49731  10.46688   6.45338   0.95179
  11.53511  10.43662   6.46199   0.95161
  11.57316  10.40689   6.45151   0.95187
  11.61146  10.37428   6.31164   0.95301
  11.65001  10.34450   6.39660   0.95240
  11.68882  10.32471   6.92274   0.94871
  11.72789  10.30139   7.29844   0.94534
  11.76722  10.25843   6.95369   0.94766
  11.80681  10.21113   6.44080   0.95075
  11.84667  10.17499   6.38099   0.95076
  11.88680  10.14659   6.63745   0.94876
  11.92721  10.11368   6.64197   0.94898
  11.96789  10.07520   6.42383   0.95082
  12.00884  10.03910   6.33689   0.95160
  12.05008  10.00820   6.51667   0.95043
  12.09160   9.97714   6.73351   0.94863
  12.13341   9.94026   6.57764   0.95064
  12.17551   9.90366   6.32694   0.95390
  12.21790   9.86953   6.39453   0.95383
  12.26059   9.83740   6.71018   0.95100
  12.30357   9.80145   6.78702   0.95035
  12.34686   9.75843   6.72171   0.94981
  12.39045   9.71128   6.89423   0.94397
  12.43436   9.65973   7.05238   0.93612
  12.47857   9.61327   7.20056   0.92944
  12.52310   9.58003   7.54517   0.92091
  12.56794   9.54620   7.65166   0.91919
  12.61311   9.50116   7.22473   0.93082
  12.65861   9.45080   6.72758   0.93906
  12.70443   9.40572   6.74400   0.93712
  12.75059   9.36027   6.96229   0.93001
  12.79708   9.31241   6.91747   0.92853
  12.84391   9.28089   7.07609   0.92782
  12.89109   9.24868   7.14196   0.92982
  12.93861   9.20459   6.89240   0.93604
  12.98648   9.16782   6.90910   0.93800
  13.03471   9.13008   6.89045   0.94069
  13.08330   9.08847   6.74144   0.94499
  13.13225   9.05150   6.77882   0.94706
  13.18157   9.01469   6.95323   0.94631
  13.23126   8.97898   7.26722   0.94200
  13.28133   8.94083   7.45030   0.93952
  13.33177   8.89695   7.38200   0.94282
  13.38260   8.85334   7.40291   0.94329
  13.43382   8.81093   7.55646   0.93935
